Nome do serviço,ID do serviço,Categoria da URL,Total Geral
"ISS - Restituição/Crédito na Nota Carioca de Imposto sobre Serviços, Taxas, Autônomos e Visto Fiscal",84343,/busca,27
Carteira de Trabalho digital.,70730,/objetivo,26
"Matrícula na Pré-Escola, Ensino Fundamental e Educação de Jovens e Adultos",70758,/sistema,26
Informações sobre o auxílio funeral,76367,/servicos,26
Patrimônio - Transferência do foreiro,104077,/servicos,26
Alvará de Licença de Estabelecimento - Solicitação de Alteração Cadastral,68970,/grupo,26
Reparo de luminária,68606,/servicos,26
Consultar Declaração de Escolaridade,68687,/publico,26
Registro de engenheiros e empresas do ramo de Ar Condicionado e Ventilação Mecânica,73618,/servicos,26
Emissão Guia de Liquidação de Parcelamento,74652,/servicos,26
Solicitação de desinterdição pela Defesa Civil,78835,/servicos,26
Tesouro - Auto de Infração Administrativo SMFP,79980,/servicos,26
Autorização de Táxi/Mototáxi para Motoristas Auxiliares - Abertura de Termo,70492,/grupo,26
ISS – Pedido para emissão de certidão de Visto Fiscal para Habite-se/ Inclusão no cadastro exclusivo do IPTU (sem Movimento Econômico),83239,/grupo,26
Emissão de Cópia Autêntica (Vistoria da Defesa Civil),78769,/servicos,26
"Verificação de negligência com idoso, abandono ou autonegligência",72269,/objetivo,25
Informações sobre o auxílio educação,76361,/servicos,25
ISS - Programa Carioca em Dia,105600,/publico,25
Acesso a outros Requerimentos da Vigilância Sanitária,69845,/servicos,25
ISS Visto Fiscal/Inclusão Predial - Gerar DARM para pagamento à vista (exclusivo para Processos abertos na Gerência de Visto Fiscal),83258,/servicos,25
ISS – Apresentação da DES-IF,84322,/servicos,25
Multa de Trânsito - Defesa Prévia de Autuação,69642,/orgao,25
Informações sobre financiamento imobiliário (carta de crédito)-Previ-Rio,78224,/orgao,25
Tesouro - Auto de Infração Administrativo SMFP,79980,/busca,25
"Vistoria de Táxi - 1ª Autonomia, Inclusão e Permuta de Veículo, Transferência de Permissão, Benefício ‘Causa Mortis’ e Vistoria Extra",91872,/busca,25
Informações sobre isenção de taxa de inscrição em concurso,72331,/servicos,24
Sistema de Notificação Eletrônica - SNE,90288,/servicos,24
Solicitação de Boletim de Inspeção Médica (BIM) Eletrônico,104199,/servicos,24
Matrícula em Creche Municipal,70742,/objetivo,24
Cadastramento de profissional na Rio-Águas,77762,/objetivo,24
Tesouro - Auto de Infração Administrativo SMFP,79980,/grupo,24
Benefícios relacionados ao falecimento do servidor,75438,/orgao,24
Benefícios relacionados ao falecimento do servidor,75438,/servicos,24
Alvará de Licença de Estabelecimento - Solicitação de Alteração Cadastral,68970,/objetivo,24
Averbação de tempo de contribuição / serviço,79025,/servicos,24
ITBI - Abertura de processo sem formulário específico,83790,/servicos,24
Cartão de Estacionamento para Idoso,69155,/sistema,24
Certidão Negativa de Débito (nada consta),76418,/orgao,24
Isenção de Imposto de Renda,76427,/busca,24
PROGRAMA CADEIRA CATIVA - INGRESSOS GRATUITOS,76180,/objetivo,23
Implantação de estacionamento para Pessoas com deficiência,71488,/grupo,23
IPTU – Verificação da Autenticidade da Certidão de Valor Venal,84718,/servicos,23
ISS - Pedido para emissão de certidão de Visto Fiscal para Habite-se/ Inclusão no cadastro exclusivo do IPTU (COM Movimento Econômico),104192,/grupo,23
Material Rioeduca,90643,/publico,23
Consulta de Processos Administrativos Eletrônicos,88424,/busca,23
Multa de Trânsito - Acompanhamento de Recurso,101260,/busca,23
Pesquisa de existência de alvará,78566,/busca,23
Consulta à Legislação,78775,/servicos,22
"Matrícula na Pré-Escola, Ensino Fundamental e Educação de Jovens e Adultos",70758,/objetivo,22
Requerimento para implantação ou reposição de equipamento de fiscalização eletrônica (CET-Rio),71566,/servicos,22
Passe Livre,72584,/grupo,22
Fiscalização de poluição sonora - Medição de ruído em empreendimento ambientalmente licenciável e pela GEM Rio Luz,81894,/servicos,22
Multa de Trânsito - Solicitação de Cópia do Auto de Infração (AIT ou Foto),71525,/tema,22
Informações sobre o auxílio educação,76361,/orgao,22
Licenciamento Economia Sobre Rodas - Truck Rio,85510,/objetivo,22
Material Rioeduca,90643,/grupo,22
"Atendimento à saúde do adulto (homem, mulher e idoso)",71173,/servicos,22
Fiscalização de eventos com exposição de animais,72579,/sistema,22
Emissão de certidão de dívida ativa,81974,/orgao,22
Consultar Minhas Solicitações,89017,/tema,22
Material Rioeduca,90643,/objetivo,22
Autorização de poda ou remoção de árvore em área particular,76115,/busca,22
Alvará a Jato,91037,/publico,22
"Requerimento de Recadastramento com Prova de Vida para feirantes, expositores e ambulantes em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",92619,/busca,22
"Realização, Consulta e Cancelamento de Agendamento de Vistoria por Permissão em Taxi",91833,/termos,21
Concessão de alvará de licença de estabelecimento pela internet,69572,/sistema,21
Autorização de poda ou remoção de árvore em área pública,76072,/servicos,21
Emissão de Carta de Isenção Tributária por Permissão de Táxi/Mototáxi,101551,/servicos,21
ISS - Pedido para emissão de certidão de Visto Fiscal para Habite-se/ Inclusão no cadastro exclusivo do IPTU (COM Movimento Econômico),104192,/servicos,21
BUSCA FÁCIL - Consulta à Legislação Urbana da Cidade do Rio de Janeiro,71288,/servicos,21
Cadastramento para obtenção de Cartão Nacional SUS,71780,/servicos,21
Informações sobre Pecúlio,76399,/servicos,21
Emissão de Declaração de Tempo de Contribuição,78701,/servicos,21
ISS – Impugnação a Auto de Infração ou Nota de Lançamento,84313,/termos,21
Emissão de Taxas por Permissão de TEC/STPL/STPC/Transporte Escolar/Fretamento,69765,/objetivo,21
Emissão de TUAP - Feirantes,101966,/grupo,21
ISS – Paralisação temporária da atividade,84341,/servicos,21
Permissão Especial de Estacionamento para Veículos de Carga e Descarga de Mudanças Residenciais,71837,/orgao,21
Informações sobre o auxílio educação,76361,/busca,21
"Mais de 2,5 mil vagas em cursos gratuitos de tecnologia e empreendedorismo são oferecidas pelas Naves do Conhecimento.",89966,/servicos,20
Consulta de Multas por Permissão em Taxi,91841,/servicos,20
Remoção de entulho e bens inservíveis,68561,/grupo,20
Alvará de Licença de Estabelecimento - Alteração de atividade,69484,/objetivo,20
Minhas Bancas de jornais e revistas,69067,/servicos,20
Benefícios relacionados ao falecimento do servidor,75438,/publico,20
Retirada de protesto em Dívida Ativa,88649,/servicos,20
Parcelamento especial em Dívida Ativa,89030,/servicos,20
"Segunda via de Certificado de Vistoria, CIAT ou Atualização Cadastral para Taxistas",91855,/grupo,20
Remoção de entulho e bens inservíveis,68561,/busca,20
Emissão de boleto para pagamento de multa (DARM) no VLT,99086,/busca,20
Solicitação de atendimento do Conselho Tutelar,102618,/servicos,19
Cadastro no 'Push Processo' para mensagens sobre o andamento de Processos Físicos,88182,/objetivo,19
Solicitação de Assistência Domiciliar ao Idoso (PADI),71176,/servicos,19
Informações sobre o auxílio medicamento,76373,/servicos,19
ITBI - Processo de Parcelamento de crédito,83938,/servicos,19
Informações sobre o auxílio educação,76361,/objetivo,19
Informações sobre financiamento imobiliário (carta de crédito)-Previ-Rio,78224,/servicos,19
Autorização para exibição de publicidade,105555,/busca,19
"Atualização Cadastral Modais Escolar, Fretamento, STPL, STPC e TEC",102394,/grupo,18
Consulta à Comissão de Integridade Pública (CIP),105499,/publico,18
Fiscalização de atividades econômicas sem alvará de licença de estabelcimento,68666,/servicos,18
Licença Sanitária de Funcionamento,69823,/orgao,18
Verificação de frequência irregular da coleta domiciliar com retirada do resíduo,70555,/servicos,18
Formulário Ambulante - Alteração,94048,/servicos,18
Emissão de segunda via de boleto de Serviços do Hospital de Medicina Veterinária Jorge Vaitsman - IVISA RIO,72809,/servicos,18
Emissão do Certificado de Adequação de Imóvel - CAI,81924,/objetivo,18
Readaptação,92884,/servicos,18
Informações sobre avaliação de aluno incluído,102699,/publico,18
Permissão Especial de Estacionamento para Veículos de Carga e Descarga de Mudanças Residenciais,71837,/termos,18
ISS – Declaração de Pessoa Não Inscrita,84300,/servicos,18
Vistoria Veicular e Atualização Documental - Táxi,70382,/publico,18
Restituição de indébito em dívida ativa,81817,/objetivo,18
"Vistoria de Táxi - 1ª Autonomia, Inclusão e Permuta de Veículo, Transferência de Permissão, Benefício ‘Causa Mortis’ e Vistoria Extra",91872,/servicos,18
Obtenção de autorização de início de obra de drenagem urbana – AIO (visando aceite de cadastro),77678,/busca,18
Informações sobre o auxílio medicamento,76373,/termos,17
Acesso a outros Requerimentos da Vigilância Sanitária,69845,/sistema,17
Cópia ou Certidão de inteiro teor de documento ou processo,103709,/grupo,17
Censo Cadastral  Previdenciário - Previ-Rio,103922,/grupo,17
"Realização, Consulta e Cancelamento de Agendamento de Vistoria por Permissão de TEC/ STPL/STPC/Transporte Escolar/Fretamento",70377,/busca,17
Reparo de equipamentos de fiscalização eletrônica,71583,/termos,17
ISS – Pedido para emissão de certidão de Visto Fiscal para Habite-se/ Inclusão no cadastro exclusivo do IPTU (sem Movimento Econômico),83239,/objetivo,17
"Atualização Cadastral Modais Escolar, Fretamento, STPL, STPC e TEC",102394,/objetivo,17
Consultar Validade de Contracheque,68596,/busca,17
Esportes,77811,/grupo,17
GeoPAL,83819,/tema,17
Inclusão de Veículos em Modais de Transporte,92329,/servicos,17
Fiscalização de obras em imóvel privado,98320,/tema,17
Emissão de boleto para pagamento de multa (DARM) no VLT,99086,/termos,17
Fiscalização de estacionamento irregular de veículo,68599,/busca,17
Acervo de Imagens PAA/PAL,83832,/busca,17
Cancelamento de cobrança em Dívida Ativa,88693,/servicos,17
Solicitação de serviços para os povos e comunidades tradicionais,93368,/publico,17
Fiscalização de atividades econômicas sem alvará de licença de estabelcimento,68666,/busca,17
Atendimento clínico consultas e exames em animais,72777,/busca,17
Multa de Trânsito - Defesa Prévia de Autuação,69642,/termos,16
Informações sobre o sistema de custo de obras,75480,/objetivo,16
Constituição de Pessoa Jurídica (atividade dispensada de alvará de licença de estabelecimento),68991,/grupo,16
ITBI - Processo de Impugnação e recurso de lançamento,83943,/servicos,16
Cartão de estacionamento para pessoas com deficiência – PCD,70874,/grupo,16
Poda de árvores em áreas privadas,76126,/servicos,16
Relação de licenças ambientais emitidas,82675,/servicos,16
ISS – Vista de Processo da Gerência de Fiscalização,84356,/servicos,16
Vista de processo ou requerimento em Dívida Ativa,88680,/orgao,16
Licenciamento para Execução de Obra e/ou Reparo Programados em Vias Públicas,93608,/servicos,16
ITBI – Processo de Reconhecimento de Imunidade,83042,/servicos,16
ISS - Pedido para emissão de certidão de Visto Fiscal para Habite-se/ Inclusão no cadastro exclusivo do IPTU (COM Movimento Econômico),104192,/busca,16
Multa de Trânsito - Ressarcimento de valor pago,70990,/busca,16
Implantação de estacionamento para Pessoas com deficiência,71488,/busca,16
"Requerimento de Concessão de Autorização de Matrícula em Feiras Livres, Feiras Móveis e Feiras Especiais",72232,/busca,16
Verificação de problemas no aplicativo Taxi.Rio Cidades,77609,/servicos,16
Treinamento Noções básicas de higiene na manipulação de alimentos,72478,/servicos,15
Matrícula na Rede Pública Municipal de Ensino - 2025,103896,/orgao,15
Remoção de animais mortos no logradouro,70797,/servicos,15
Informações sobre o auxílio educação,76361,/termos,15
Controle de roedores e Caramujos Africanos,68638,/servicos,15
Verificação de irregularidades na Bilhetagem Eletrônica,71730,/grupo,15
Certificado de Aceitação das Condições de Acessibilidade,70850,/busca,15
Desarquivamento de processo - SMTR,71080,/servicos,15
Realização de exame de imagem em animais,72802,/objetivo,15
Informações sobre o auxílio educação,76361,/publico,15
DATA.RIO - Portal de dados abertos,84058,/termos,15
ISS – Impugnação a Auto de Infração ou Nota de Lançamento,84313,/busca,15
Material Rioeduca,90643,/busca,15
Análise de Impacto no Sistema Viário,257,/busca,15
Consulta ao andamento de processo administrativo aberto na Coordenadoria de Feiras,72502,/busca,15
Certidão de Histórico de Reconhecimento de Logradouro,74634,/busca,15
"Ingresso ou Baixa em Cooperativa, Associação ou Prestadora de Serviço de Táxi",91886,/busca,15
Multa de Trânsito - Consulta de Multa,71034,/tema,14
Verificação de Autenticidade de Documentos de Processos Administrativos,88180,/servicos,14
Consultar Minhas Solicitações,89017,/publico,14
Comunicação de Autovistoria,82614,/termos,14
Solicitação de vacinação em domicílio,104786,/servicos,14
Multa de Trânsito - Defesa Prévia de Autuação,69642,/sistema,14
Certidão de Histórico de Reconhecimento de Logradouro,74634,/objetivo,14
Informação sobre trabalho ou estágio na MultiRio,75543,/tema,14
Informações sobre saldo devedor e quitação do financiamento imobiliário no Previ-Rio,78245,/objetivo,14
Solicitação de correção de falhas e de cadastro no portal e app 1746,79487,/objetivo,14
Fiscalização de poluição sonora - Medição de ruído em empreendimento ambientalmente licenciável e pela GEM Rio Luz,81894,/objetivo,14
ISS - Visto Fiscal/Inclusão Predial – Ciência de Nota de Lançamento,83255,/servicos,14
Informações sobre cães e gatos agressivos ou agressores - IVISA RIO,85643,/tema,14
LEGALIZAÇÃO DE OBRA E/OU REPARO EM VIAS PÚBLICAS,93606,/servicos,14
Transferência de Permissão de Táxi/Mototáxi,101561,/servicos,14
"Atualização Cadastral Modais Escolar, Fretamento, STPL, STPC e TEC",102394,/busca,14
ISS – Consulta à legislação tributária municipal ou Reconhecimento de Imunidade/Não incidência/Isenção e Redução (inclusive Minha Casa Minha Vida e afins) de ISS,104371,/orgao,14
Informações sobre tarifas de Táxi,70499,/servicos,14
Consultar Certidão de Habite-se/Aceitação,82661,/sistema,14
Observação do Céu no Planetário do Rio,88497,/servicos,14
"Vistoria de Táxi - 1ª Autonomia, Inclusão e Permuta de Veículo, Transferência de Permissão, Benefício ‘Causa Mortis’ e Vistoria Extra",91872,/objetivo,14
"Inclusão de Auxiliar Modais Escolar, Fretamento, STPL, STPC e TEC",101391,/busca,14
SOLICITAÇÃO DE REBAIXAMENTO DE MEIO FIO PARA ACESSO DE VEÍCULOS EM LOTES E EM EDIFICAÇÕES,105171,/busca,14
ISS - Programa Carioca em Dia,105600,/busca,14
Constituição de Pessoa Jurídica (atividade dispensada de alvará de licença de estabelecimento),68991,/busca,14
Emissão de Procuração Virtual para banca de jornal,69803,/busca,14
Troca de endereço de correspondência / e-mail de inativo ou pensionista no Previ-rio,77329,/busca,14
Legalização de obras com contrapartida (Mais Valia),82608,/busca,14
Tesouro - Cadastro dos dados bancários de Pessoas Físicas e Jurídicas,92428,/servicos,14
Baixa de alvará de licença de estabelecimento,68981,/grupo,13
Remoção de entulho e bens inservíveis,68561,/sistema,13
Credenciamento de Profissionais e Empresas na Fundação Parques e Jardins,76292,/servicos,13
Consulta de Multas por Permissão de TEC/STPL/STPC/Transporte Escolar/Fretamento,69761,/servicos,13
Carteira de Trabalho digital.,70730,/servicos,13
Cartão Refeição Prato Feito Carioca,86866,/servicos,13
Plataforma do Registro Geral de Animais - SISBICHO,92384,/objetivo,13
Informações sobre fiscalização de comércio ambulante,68649,/servicos,13
Licença de Edificação Unifamiliar ou Bifamiliar,82579,/servicos,13
Informação sobre consulta de Projeto Aprovado de Alinhamento ou Loteamento - PAA/PAL,82622,/tema,13
Vista de processo ou requerimento em Dívida Ativa,88680,/servicos,13
Emissão de Taxas por Permissão em Taxi,91836,/grupo,13
Requerimento para emissão do Perfil Profissiográfico Previdenciário - PPP,92771,/servicos,13
Informações de Faixa não Edificante (FNA) ou Faixa Marginal de Proteção (FMP),79775,/busca,13
Infração ao Código Disciplinar de Transporte de Passageiros – Cancelamento (Primeira Instância),93681,/busca,13
Requerimento de Transferência de Titularidade de Comércio Ambulante,94046,/busca,13
"Realização, Consulta e Cancelamento de Agendamento de Vistoria por Permissão em Taxi",91833,/servicos,12
"Requerimento para Acumulação de cargos, empregos e funções na Administração Direta e Indireta",92786,/servicos,12
Legislação Bairro a Bairro (Relatório de Informações Urbanísticas),71504,/tema,12
Realização de exames laboratoriais em animais,72796,/objetivo,12
Informações sobre o sistema de custo de obras,75480,/servicos,12
"Licença de loteamento, desmembramento ou remembramento",82582,/servicos,12
SMPDA - Campanha de Adoção com os Animais da Fazenda Modelo: “Adote um Amigo”,86751,/servicos,12
Autorização para Publicidade Vinculada a Eventos,89312,/busca,12
Implantação de estacionamento para Pessoas com deficiência,71488,/servicos,12
Legislação Bairro a Bairro (Relatório de Informações Urbanísticas),71504,/objetivo,12
Requerimento para implantação de área para carga e descarga comum ou temporária para obras,71863,/servicos,12
Atendimento da Coordenadoria Técnica de Perícias Médicas,79475,/servicos,12
Declaração de Possibilidade de Esgotamento Pluvial,88286,/servicos,12
Patrimônio - Permissão de uso de imóvel municipal,88588,/servicos,12
"Requerimento de Isenção de Taxa de Uso de Área Pública (TUAP) para Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",91075,/servicos,12
Cemitérios e Crematórios Particulares Para Animais,103663,/publico,12
ISS – Consulta à legislação tributária municipal ou Reconhecimento de Imunidade/Não incidência/Isenção e Redução (inclusive Minha Casa Minha Vida e afins) de ISS,104371,/busca,12
Baixa de Autorização de Publicidade,105617,/busca,12
Autorização de Táxi/Mototáxi para Motoristas Auxiliares - Abertura de Termo,70492,/busca,12
Registro de engenheiros e empresas do ramo de Ar Condicionado e Ventilação Mecânica,73618,/busca,12
Informações sobre pagamento por boleto por débito da contribuição previdenciária,76445,/busca,12
Averbação de tempo de contribuição / serviço,79025,/busca,12
Projeto de Greide e Galeria de Águas Pluviais,79589,/servicos,12
Parcelamento especial em Dívida Ativa,89030,/busca,12
Patrimônio - Parcelamento de foros anuais em atraso,104092,/servicos,11
Baixa de Autorização de Publicidade,105617,/servicos,11
Autorização de Táxi/Mototáxi para Motoristas Auxiliares - Abertura de Termo,70492,/servicos,11
Atendimento à Saúde da Criança e do Adolescente,71169,/servicos,11
Plano Diretor Rio,71833,/servicos,11
Informação sobre trabalho ou estágio na MultiRio,75543,/servicos,11
Consulta a andamento de processos físicos de licenciamento ambiental,82678,/servicos,11
Informações sobre abertura de processos relativos ao Licenciamento Ambiental Municipal e legislações pertinentes,82686,/termos,11
Fiscalização da atuação do guardador de estacionamento Rio Rotativo,89171,/servicos,11
Selo “Amigo dos Animais”,90609,/orgao,11
ISS - Recurso Voluntário,105073,/servicos,11
Dívida Ativa – Segunda Via de Cotas de Pagamento,68789,/sistema,11
Alvará de Licença de Estabelecimento - Solicitação de Alteração Cadastral,68970,/sistema,11
Autorização para colocação de mesas e cadeiras em área pública,69750,/objetivo,11
Vistoria em Ônibus,70402,/busca,11
Implantação de estacionamento para Pessoas com deficiência,71488,/publico,11
Implantação ou alteração de ponto intermediário de ônibus,71903,/grupo,11
"Verificação de negligência com idoso, abandono ou autonegligência",72269,/servicos,11
Benefícios relacionados ao falecimento do servidor,75438,/termos,11
Legalização de obras com contrapartida (Mais Valia),82608,/objetivo,11
Consultar Minhas Solicitações,89017,/termos,11
Emissão de Carta de Isenção Tributária por Permissão de Táxi/Mototáxi,101551,/busca,11
Multa de trânsito - Verificação da troca de real infrator,102257,/busca,11
Multa de Trânsito - Solicitação de Cópia do Auto de Infração (AIT ou Foto),71525,/busca,11
Pagamento à vista em dívida ativa,82010,/busca,11
Emissão de Guia de Pagamento de Dívida Ativa em Atraso,82013,/busca,11
Solicitação de Transporte da Gestante para a Maternidade,72125,/servicos,10
"Requerimento de Licença para Trato de Interesses Particulares, Acompanhar Cônjuge e para Estudos",92799,/servicos,10
Incluir Aluno para acompanhamento escolar,68617,/objetivo,10
Implantação de estacionamento para Idosos,71414,/grupo,10
Criação de Conta CCT Mobilidade Rio - Bilhetagem Digital Jaé,101164,/servicos,10
Pessoas em Situação de Rua,68655,/servicos,10
Informações sobre o Conselho Tutelar,72412,/servicos,10
Emissão Guia de Liquidação de Parcelamento,74652,/sistema,10
Poda de árvores em áreas privadas,76126,/grupo,10
Fiscalização de corte de árvore ou sacrifício de árvore,82597,/objetivo,10
Cursos de Astronomia no Planetário do Rio,88190,/servicos,10
"Requerimento de Isenção de Taxa de Uso de Área Pública (TUAP) para Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",91075,/objetivo,10
Baixa de Veículos dos Modais de Transporte,92331,/orgao,10
Fiscalização de obras em imóvel privado,98320,/orgao,10
Informações sobre locais de funcionamento dos equipamentos de fiscalização eletrônica,71541,/servicos,10
Emissão de boleto para quitação de financiamento - Rio-Urbe,75447,/grupo,10
Fiscalização de Carros de Som,79953,/servicos,10
Licença para construção de muro ou gradis,82585,/servicos,10
Informação sobre consulta de Projeto Aprovado de Alinhamento ou Loteamento - PAA/PAL,82622,/objetivo,10
Acervo de Imagens PAA/PAL,83832,/objetivo,10
ITBI - Relatório de Reposição (inventário e separação/divórcio) ou de Extinção de Condomínio após o pagamento da guia,83931,/servicos,10
ISS – Ciência de Decisão da Gerência de Fiscalização do ISS,84347,/servicos,10
Atendimento domiciliar para vacinação antirrábica animal,85630,/servicos,10
USUCAPIÃO EXTRAJUDICIAL,88437,/servicos,10
consulta de Endereço das Escolas Públicas Municipais,92245,/servicos,10
Procedimentos para admissão em Cargo Público Efetivo,94155,/servicos,10
Cópia ou Certidão de inteiro teor de documento ou processo,103709,/objetivo,10
Consultar Calendário Escolar,68683,/busca,10
Realização de exames laboratoriais em animais,72796,/busca,10
Informações sobre concursos públicos,73146,/busca,10
Informações sobre empresas conveniadas com a Prefeitura,73155,/grupo,10
Arborização para HABITE-SE,76130,/servicos,10
"Licença para construção ou modificação de edificação/ LICIN, prorrogação de licença.",82573,/busca,10
Informação sobre a situação dos imóveis no Município do Rio de Janeiro,82648,/servicos,10
Sessões de cúpula no Planetário do Rio,88500,/servicos,10
"Vistoria Anual Obrigatória dos Modais Escolar, Fretamento, STPL, STPC e TEC",92810,/objetivo,10
Infração ao Código Disciplinar de Transporte de Passageiros – Segunda Instância,93690,/busca,10
Informações sobre painel de transparência de obras do município do Rio de Janeiro,99462,/servicos,10
ISS - Valor atualizado de débito (não inscrito em Dívida Ativa),105077,/orgao,9
Análise de Impacto no Sistema Viário,257,/servicos,9
Concessão de alvará de licença de estabelecimento pela internet,69572,/objetivo,9
SMPDA - Programa Bicho Rio - Esterilização gratuita de cães e gatos,86797,/orgao,9
Ressarcimento de Taxas de Diárias e Remoção ou de Saldo Remanescente de Arrematação de Veículo Leiloado,100881,/servicos,9
ISS - Prorrogação de prazo para Apresentação de Impugnação ou Recurso,105069,/servicos,9
Solicitação de orientações sobre o alvará pela internet,70336,/termos,9
Realização de exames laboratoriais em animais,72796,/servicos,9
Informações sobre processos da Rio-Águas,77868,/servicos,9
DATA.RIO - Portal de dados abertos,84058,/servicos,9
Territórios Sociais,84085,/servicos,9
SMPDA - Fiscalização - Vistoria técnica em local onde há maus tratos de animais domésticos,86826,/objetivo,9
SMPDA - Fiscalização - Vistoria técnica em local onde há maus tratos de animais domésticos,86826,/orgao,9
Cemitérios e Crematórios Particulares Para Animais,103663,/objetivo,9
Autorização para exibição de publicidade,105555,/orgao,9
Multa de Trânsito - Defesa Prévia de Autuação,69642,/publico,9
Autorização para colocação de mesas e cadeiras em área pública,69750,/sistema,9
Consulta de Multas por Permissão de TEC/STPL/STPC/Transporte Escolar/Fretamento,69761,/busca,9
"Limpeza de papeleira, contêiner e caçamba da COMLURB",70713,/grupo,9
Atendimento em Centros de Reabilitação,71242,/servicos,9
Treinamento Noções básicas de higiene na manipulação de alimentos,72478,/objetivo,9
"Treinamento e noções básicas de normas sanitárias e boas práticas para petshops, estabelecimentos de banho e tosa, consultórios e clínicas veterinárias",72501,/objetivo,9
Passe Livre,72584,/publico,9
Atendimento a reações adversas à vacinação antirrábica animal,72654,/objetivo,9
Informações sobre senha para os benefícios,76406,/orgao,9
Informações sobre pagamento por boleto por débito da contribuição previdenciária,76445,/publico,9
Informações sobre saldo devedor e quitação do financiamento imobiliário no Previ-Rio,78245,/busca,9
Fiscalização de obras em terreno invadido em Áreas de Especial Interesse Social,80908,/servicos,9
Monitoramento da qualidade do ar,81698,/servicos,9
Emissão e controle de guia para pagamento de Mais Valia,82610,/servicos,9
Requerimento de Cópia Digital de Planta de Arquitetura,82735,/grupo,9
ISS - Emissão de declaração de realização de eventos,83214,/servicos,9
Selo “Amigo dos Animais”,90609,/sistema,9
Multa de Trânsito - Acompanhamento de Recurso,101260,/termos,9
Informações sobre o BRT,102715,/busca,9
SOLICITAÇÃO PARA LIGAÇÃO DE ÁGUAS PLUVIAIS NA REDE PÚBLICA,105085,/busca,9
Fiscalização de atividades econômicas sem alvará de licença de estabelcimento,68666,/grupo,9
Cartão de Estacionamento para Idoso,69155,/tema,9
Alvará de Licença de Estabelecimento - Alteração de atividade,69484,/servicos,9
Alvará anterior a 14/06/2016,69822,/servicos,9
Licença Sanitária de Funcionamento,69823,/termos,9
Vistoria Veicular e Atualização Documental - Táxi,70382,/tema,9
Certidão de Cadastro de Taxista/Mototaxista – Verificação do tempo de serviço,70484,/busca,9
Fiscalização da exposição de publicidade,77292,/busca,9
Fiscalização de dispositivos especiais na calçada,77713,/busca,9
Licenciamento Economia Sobre Rodas - Truck Rio,85510,/busca,9
SMPDA - Fiscalização - Vistoria técnica em local onde há maus tratos de animais domésticos,86826,/busca,9
Troca de Beneficiário de Taxista/Mototaxista,101625,/grupo,8
Alvará de Licença de Estabelecimento - Recurso de Consulta Prévia,69579,/objetivo,8
Realização de visita guiada à maternidade,72131,/servicos,8
Informações sobre ISS - Lei de Incentivo à Cultura,75524,/servicos,8
Informações sobre o Pró-Carioca - Programa de Fomento à Cultura Carioca,75577,/servicos,8
Bibliotecas da Cultura,75726,/servicos,8
Telefones úteis ao turista,78048,/servicos,8
Selo “Amigo dos Animais”,90609,/publico,8
Abertura de Processo de Fatura para Fornecedor da Rio-Águas,101706,/servicos,8
Poda de árvore em logradouro,68621,/busca,8
Poda de árvore em logradouro,68621,/servicos,8
Alteração de Endereço (atividade dispensada de alvará),68986,/servicos,8
Vistoria em Ônibus,70402,/servicos,8
Verificação de frequência irregular da coleta domiciliar com retirada do resíduo,70555,/grupo,8
Abertura de Termo para Transporte Fretamento,70777,/servicos,8
Informações sobre locais de funcionamento dos equipamentos de fiscalização eletrônica,71541,/termos,8
Informações sobre Família Acolhedora - FACO,72205,/servicos,8
"Fiscalização de criações de  cães, gatos,cavalos, bois, porcos, cabras e aves para fins comerciais",72548,/servicos,8
Passe Livre,72584,/orgao,8
Realização de exame de imagem em animais,72802,/servicos,8
Informação sobre trabalho ou estágio na MultiRio,75543,/grupo,8
PROGRAMA CADEIRA CATIVA - INGRESSOS GRATUITOS,76180,/grupo,8
Fiscalização da exposição de publicidade,77292,/servicos,8
Fiscalização de dispositivos especiais na calçada,77713,/servicos,8
Informações sobre a transferência de titularidade de Jazigo,77850,/servicos,8
Fiscalização dos serviços de esgoto da Zona Oeste Mais Saneamento,77965,/grupo,8
GeoPAL,83819,/objetivo,8
DATA.RIO - Portal de dados abertos,84058,/objetivo,8
O que é Nave do Conhecimento?,88208,/tema,8
"Realização, Consulta e Cancelamento de Agendamento de Vistoria por Permissão em Taxi",91833,/grupo,8
consulta de Endereço das Escolas Públicas Municipais,92245,/tema,8
Licenciamento de Reparo Emergencial em Vias Públicas,92890,/busca,8
Permuta de Veículo - Táxi/Mototáxi,101543,/objetivo,8
Alvará de Licença de Estabelecimento - Alteração de atividade,69484,/busca,8
Certidão de Inexistência de Atividade Econômica,70101,/busca,8
Vistoria Veicular e Atualização Documental - Táxi,70382,/termos,8
Legislação Bairro a Bairro (Relatório de Informações Urbanísticas),71504,/busca,8
Informações sobre empresas conveniadas com a Prefeitura,73155,/objetivo,8
Informações sobre a MultiRio,75501,/termos,8
Arborização para HABITE-SE,76130,/busca,8
Solicitação de devolução de pagamento – Taxi.Rio Cidades,77606,/busca,8
Solicitação de emissão de BRAT em acidente de trânsito SEM VÍTIMA,79943,/busca,8
Comunicação de Autovistoria,82614,/busca,8
Restituição de indébito (valores cobrados indevidamente),82631,/busca,8
