carioca_id,carioca_titulo,carioca_descricao,carioca_url,carioca_link_direto,carioca_orgao,carioca_tipo,carioca_categoria,1746_id,1746_titulo,1746_descricao,1746_url,1746_tipo,1746_categoria,similaridade,similaridade_percentual,classificacao
91664,"Requerimento de Transferência do Titular da Matrícula por Falecimento em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes","Requerimento de transferência do titular da matrícula por falecimento em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes, junto à Coordenadoria de Feiras.",https://carioca.rio/servicos/requerimento-de-transferencia-do-titular-da-matricula-por-falecimento-em-feiras-livres-feiras-moveis-feiras-especiais-e-feirartes/,https://acesso.processo.rio/sigaex/public/app/peticionamento/91664,Secretaria Municipal de Ordem Pública - SEOP,servico,Licenças,19009584246171,"Requerimento de Transferência do Titular da Matrícula por Falecimento em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes","Requerimento de transferência do titular da matrícula por falecimento em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes, junto à Coordenadoria de Feiras .",https://www.1746.rio/hc/pt-br/articles/19009584246171-Requerimento-de-Transfer%C3%AAncia-do-Titular-da-Matr%C3%ADcula-por-Falecimento-em-Feiras-Livres-Feiras-M%C3%B3veis-Feiras-Especiais-e-Feirartes,servico,Licenças,1.0,100.0%,IDÊNTICO
91712,Fiscalização do Transporte de Fretamento,"Fiscalizar o transporte de fretamento quanto: a má conservação do veículo, má conduta do motorista, prestação inadequada do serviço e quanto a veículos não autorizados.",https://carioca.rio/servicos/fiscalizacao-do-transporte-de-fretamento/,https://www.1746.rio/hc/pt-br/articles/17379581169051-Fiscaliza%C3%A7%C3%A3o-do-Transporte-de-Fretamento,"Secretaria Municipal de Ordem Pública - SEOP, Secretaria Municipal de Ordem Pública / Coordenadoria Especial de Transporte Complementar - CETC",servico,Transporte,17379581169051,Fiscalização do Transporte de Fretamento,"Fiscalizar o transporte de fretamento quanto: a má conservação do veículo, má conduta do motorista, prestação inadequada do serviço e quanto a veículos não autorizados.",https://www.1746.rio/hc/pt-br/articles/17379581169051-Fiscaliza%C3%A7%C3%A3o-do-Transporte-de-Fretamento,servico,Transporte,1.0,100.0%,IDÊNTICO
91777,"Requerimento de Funcionamento Extraordinário, Antecipado ou Postergado, e de Funcionamento em Datas Comemorativas ou Especiais, em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes","Requerimento de funcionamento extraordinário, antecipado ou postergado, e de funcionamento em datas comemorativas ou especiais, em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes, junto à C...",https://carioca.rio/servicos/requerimento-de-funcionamento-extraordinario-antecipado-ou-postergado-em-feiras-livres-feiras-moveis-feiras-especiais-e-feirartes/,https://acesso.processo.rio/sigaex/public/app/peticionamento/91777,Secretaria Municipal de Ordem Pública - SEOP,servico,Licenças,18955138247323,"Requerimento de Funcionamento Extraordinário, Antecipado ou Postergado, e de Funcionamento em Datas Comemorativas ou Especiais, em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes","Requerimento de funcionamento extraordinário , antecipado ou postergado , e de funcionamento em datas comemorativas ou especiais , em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes, junto ...",https://www.1746.rio/hc/pt-br/articles/18955138247323--Requerimento-de-Funcionamento-Extraordin%C3%A1rio-Antecipado-ou-Postergado-e-de-Funcionamento-em-Datas-Comemorativas-ou-Especiais-em-Feiras-Livres-Feiras-M%C3%B3veis-Feiras-Especiais-e-Feirartes,servico,Licenças,1.0,100.0%,IDÊNTICO
91782,Requerimento de Inclusão e Exclusão de Técnica Artística ou Produto em Feirartes,"Requerimento de inclusão e/ou exclusão de técnica artística ou produto em Feirartes, junto à Coordenadoria de Feiras.",https://carioca.rio/servicos/requerimento-de-inclusao-e-exclusao-de-tecnica-artistica-ou-produto-em-feirartes/,https://acesso.processo.rio/sigaex/public/app/peticionamento/91782,Secretaria Municipal de Ordem Pública - SEOP,servico,Cultura,19010400548123,Requerimento de Inclusão e Exclusão de Técnica Artística ou Produto em Feirartes,"Requerimento de inclusão e/ou exclusão de técnica artística ou produto em Feirartes, junto à Coordenadoria de Feiras .",https://www.1746.rio/hc/pt-br/articles/19010400548123--Requerimento-de-Inclus%C3%A3o-e-Exclus%C3%A3o-de-T%C3%A9cnica-Art%C3%ADstica-ou-Produto-em-Feirartes,servico,Cultura,1.0,100.0%,IDÊNTICO
92220,Informações sobre a administração de medicamentos em Unidade Escolar,Solicitação de administração de medicamentos para os alunos da Rede Municipal de Ensino durante o horário escolar.,https://carioca.rio/servicos/informacoes-sobre-a-administracao-de-medicamentos-em-unidade-escolar/,https://www.1746.rio/hc/pt-br/articles/10604401223835-Informa%C3%A7%C3%B5es-sobre-a-administra%C3%A7%C3%A3o-de-medicamentos-em-Unidade-Escolar,Secretaria Municipal de Educação - SME,informacao,Educação,10604401223835,Informações sobre a administração de medicamentos em Unidade Escolar,Solicitação de administração de medicamentos para os alunos da Rede Municipal de Ensino durante o horário escolar.,https://www.1746.rio/hc/pt-br/articles/10604401223835-Informa%C3%A7%C3%B5es-sobre-a-administra%C3%A7%C3%A3o-de-medicamentos-em-Unidade-Escolar,informacao,Educação,1.0,100.0%,IDÊNTICO
93181,Reparo de sinal de trânsito em amarelo piscante,Manutenção de sinais de trânsito com luz piscando no amarelo.,https://carioca.rio/servicos/reparo-de-sinal-de-transito-em-amarelo-piscante/,https://www.1746.rio/hc/pt-br/articles/14187526468891-Reparo-de-sinal-de-tr%C3%A2nsito-em-amarelo-piscante?article-id=14187526468891,Companhia de Engenharia de Tráfego do Rio de Janeiro - CET-RIO,informacao,Transporte,14187526468891,Reparo de sinal de trânsito em amarelo piscante,Manutenção de sinais de trânsito com luz piscando no amarelo.,https://www.1746.rio/hc/pt-br/articles/14187526468891-Reparo-de-sinal-de-tr%C3%A2nsito-em-amarelo-piscante,servico,Transporte,1.0,100.0%,IDÊNTICO
76355,Informações sobre o auxílio adoção,É um auxílio destinado ao segurado (servidores ativos e inativos do Previ–Rio) que adotar crianças com idade compreendida entre zero e doze anos incompletos na data da publicação da sentença. Para cad...,https://carioca.rio/servicos/informacoes-sobre-o-auxilio-adocao/,https://previrio.prefeitura.rio/mauxilio-adocao-descricao,Instituto de Previdência e Assistência do Município do Rio de Janeiro - PREVI-RIO,informacao,Servidor,10822816642715,Informações sobre o auxílio adoção,É um auxílio destinado ao segurado (servidores ativos e inativos do Previ–Rio) que adotar crianças com idade compreendida entre zero e doze anos incompletos na data da publicação da sentença. Para cad...,https://www.1746.rio/hc/pt-br/articles/10822816642715-Informa%C3%A7%C3%B5es-sobre-o-aux%C3%ADlio-ado%C3%A7%C3%A3o,informacao,Família,1.0,100.0%,IDÊNTICO
78197,Informações sobre pensão post-mortem,"Pagamento de pensão aos dependentes do segurado em caso de falecimento, a contar da data do óbito ou da decisão judicial, em caso de ausência.",https://carioca.rio/servicos/informacoes-sobre-pensao-post-mortem/,,Instituto de Previdência e Assistência do Município do Rio de Janeiro - PREVI-RIO,informacao,Servidor,10833240930459,Informações sobre pensão post-mortem,"Pagamento de pensão aos dependentes do segurado em caso de falecimento, a contar da data do óbito ou da decisão judicial, em caso de ausência.",https://www.1746.rio/hc/pt-br/articles/10833240930459-Informa%C3%A7%C3%B5es-sobre-pens%C3%A3o-post-mortem,informacao,Servidor,1.0,100.0%,IDÊNTICO
76390,Informações sobre o auxílio natalidade,"O Auxílio Natalidade é um benefício pago uma única vez, como uma ajuda financeira a servidores estatutários ativos ou inativos, ou ao representante legal do menor em caso de falecimento do servidor se...",https://carioca.rio/servicos/informacoes-sobre-o-auxilio-natalidade/,https://previrio.prefeitura.rio/mauxilio-natalidade-descricao,Instituto de Previdência e Assistência do Município do Rio de Janeiro - PREVI-RIO,informacao,Servidor,10733298246939,Informações sobre o auxílio natalidade,"O Auxílio Natalidade é um benefício pago uma única vez, como uma ajuda financeira a servidores estatutários ativos ou inativos, ou ao representante legal do menor em caso de falecimento do servidor se...",https://www.1746.rio/hc/pt-br/articles/10733298246939-Informa%C3%A7%C3%B5es-sobre-o-aux%C3%ADlio-natalidade,informacao,Servidor,1.0,100.0%,IDÊNTICO
76390,Informações sobre o auxílio natalidade,"O Auxílio Natalidade é um benefício pago uma única vez, como uma ajuda financeira a servidores estatutários ativos ou inativos, ou ao representante legal do menor em caso de falecimento do servidor se...",https://carioca.rio/servicos/informacoes-sobre-o-auxilio-natalidade/,https://previrio.prefeitura.rio/mauxilio-natalidade-descricao,Instituto de Previdência e Assistência do Município do Rio de Janeiro - PREVI-RIO,informacao,Servidor,10822927079195,Informações sobre o auxílio natalidade,"O Auxílio Natalidade é um benefício pago uma única vez, como uma ajuda financeira a servidores estatutários ativos ou inativos, ou ao representante legal do menor em caso de falecimento do servidor se...",https://www.1746.rio/hc/pt-br/articles/10822927079195-Informa%C3%A7%C3%B5es-sobre-o-aux%C3%ADlio-natalidade,informacao,Servidor,1.0,100.0%,IDÊNTICO
101709,Verificação de Achados e Perdidos (Táxi),Verificação de objetos esquecidos no táxi.,https://carioca.rio/servicos/verificacao-de-achados-e-perdidos-taxi/,https://www.1746.rio/hc/pt-br/articles/10870740379803-Verifica%C3%A7%C3%A3o-de-achados-e-perdidos-t%C3%A1xi,Secretaria Municipal de Ordem Pública - SEOP,servico,Transporte,10870740379803,Verificação de achados e perdidos (táxi),Verificação de objetos esquecidos no táxi.,https://www.1746.rio/hc/pt-br/articles/10870740379803-Verifica%C3%A7%C3%A3o-de-achados-e-perdidos-t%C3%A1xi,servico,Transporte,1.0,100.0%,IDÊNTICO
98306,Manutenção/Desobstrução de ramais de águas pluviais e ralos,Manutenção/Desobstrução de ramais entupidos com água retornando ou não escoando. Manutenção/Desobstrução de galerias e ramais de ralos de águas pluviais que estão entupidos dando retorno para as casas...,https://carioca.rio/servicos/manutencao-desobstrucao-de-ramais-de-aguas-pluviais-e-ralos/,,Secretaria Municipal de Conservação - SECONSERVA,informacao,Cidade,10221176323867,Manutenção/Desobstrução de ramais de águas pluviais e ralos,Manutenção/Desobstrução de ramais entupidos com água retornando ou não escoando. Manutenção/Desobstrução de galerias e ramais de ralos de águas pluviais que estão entupidos dando retorno para as casas...,https://www.1746.rio/hc/pt-br/articles/10221176323867-Manuten%C3%A7%C3%A3o-Desobstru%C3%A7%C3%A3o-de-ramais-de-%C3%A1guas-pluviais-e-ralos,servico,Cidade,1.0,100.0%,IDÊNTICO
102265,Verificação de alteração de itinerário de ônibus,"Informações sobre alteração de itinerário de ônibus, nos casos em que um motorista não cumpra o itinerário da linha, deixando de passar ou passando em ruas que não são do itinerário.",https://carioca.rio/servicos/verificacao-de-alteracao-de-itinerario-de-onibus/,https://transportes.prefeitura.rio/atendimentodigital/,Secretaria Municipal de Transportes - SMTR,informacao,Transporte,10870200688539,Verificação de alteração de itinerário de ônibus,"Informações sobre alteração de itinerário de ônibus, nos casos em que um motorista não cumpra o itinerário da linha, deixando de passar ou passando em ruas que não são do itinerário.",https://www.1746.rio/hc/pt-br/articles/10870200688539-Verifica%C3%A7%C3%A3o-de-altera%C3%A7%C3%A3o-de-itiner%C3%A1rio-de-%C3%B4nibus,servico,Transporte,1.0,100.0%,IDÊNTICO
102269,Fiscalização de má conduta do motorista/despachante,"Verificação da conduta do motorista (dirigindo em alta velocidade, fazendo ultrapassagens e outras irregularidades; não parou no ponto do ônibus para pessoas idosas e/ou PNE) e verificação da postura ...",https://carioca.rio/servicos/fiscalizacao-de-ma-conduta-do-motorista-despachante/,https://transportes.prefeitura.rio/atendimentodigital/,Secretaria Municipal de Transportes - SMTR,informacao,Transporte,14207792262299,Fiscalização de má conduta do motorista/despachante,"Verificação da conduta do motorista (dirigindo em alta velocidade, fazendo ultrapassagens e outras irregularidades; não parou no ponto do ônibus para pessoas idosas e/ou PNE) e verificação da postura ...",https://www.1746.rio/hc/pt-br/articles/14207792262299-Fiscaliza%C3%A7%C3%A3o-de-m%C3%A1-conduta-do-motorista-despachante,servico,Transporte,1.0,100.0%,IDÊNTICO
102418,Informações sobre ações de ordenamento urbano,Informações sobre ações de ordenamento urbano na cidade do Rio de Janeiro.,https://carioca.rio/servicos/informacoes-sobre-acoes-de-ordenamento-urbano/,,Secretaria Municipal de Ordem Pública - SEOP,informacao,Cidade,10858472780059,Informações sobre ações de ordenamento urbano,Informações sobre ações de ordenamento urbano na cidade do Rio de Janeiro.,https://www.1746.rio/hc/pt-br/articles/10858472780059-Informa%C3%A7%C3%B5es-sobre-a%C3%A7%C3%B5es-de-ordenamento-urbano,informacao,Cidade,1.0,100.0%,IDÊNTICO
102618,Solicitação de atendimento do Conselho Tutelar,Informações sobre o atendimento realizado pelo Conselho Tutelar.,https://carioca.rio/servicos/solicitacao-de-atendimento-do-conselho-tutelar/,https://www.1746.rio/hc/pt-br/articles/16931805418011-Solicita%C3%A7%C3%A3o-de-atendimento-do-Conselho-Tutelar,Secretaria Municipal de Assistência Social - SMAS,informacao,Família,16931805418011,Solicitação de atendimento do Conselho Tutelar,Informações sobre o atendimento realizado pelo Conselho Tutelar.,https://www.1746.rio/hc/pt-br/articles/16931805418011-Solicita%C3%A7%C3%A3o-de-atendimento-do-Conselho-Tutelar,servico,Família,1.0,100.0%,IDÊNTICO
98764,Informações sobre imóvel interditado pela Defesa Civil em comunidade,"Informações sobre os benefícios disponíveis para pessoas que precisarão desocupar um imóvel interditado pela Defesa Civil, em locais de comunidade.",https://carioca.rio/servicos/informacoes-sobre-imovel-interditado-pela-defesa-civil-em-comunidade/,,"1 - PCRJ / Prefeitura da Cidade do Rio de Janeiro, Secretaria Municipal de Habitação - SMH",informacao,Emergência,10834639942555,Informações sobre imóvel interditado pela Defesa Civil em comunidade,"Informações sobre os benefícios disponíveis para pessoas que precisaram desocupar um imóvel interditado pela Defesa Civil, em locais de comunidade.",https://www.1746.rio/hc/pt-br/articles/10834639942555-Informa%C3%A7%C3%B5es-sobre-im%C3%B3vel-interditado-pela-Defesa-Civil-em-comunidade,informacao,Emergência,1.0,100.0%,IDÊNTICO
102952,Informações sobre endereços de cemitérios e serviços funerários,"Informações sobre registro de certidão de óbito, enterro de parente falecido há muito tempo, delitos em cemitérios, endereços, capelas, agências funerárias e laboratórios de embalsamamento (tanatoprax...",https://carioca.rio/servicos/informacoes-sobre-enderecos-de-cemiterios-e-servicos-funerarios/,,Secretaria Municipal de Conservação - SECONSERVA,informacao,Cidadania,10835434425499,Informações sobre endereços de cemitérios e serviços funerários,"Informações sobre registro de certidão de óbito, enterro de parente falecido há muito tempo, delitos em cemitérios, endereços, capelas, agências funerárias e laboratórios de embalsamamento (tanatoprax...",https://www.1746.rio/hc/pt-br/articles/10835434425499-Informa%C3%A7%C3%B5es-sobre-endere%C3%A7os-de-cemit%C3%A9rios-e-servi%C3%A7os-funer%C3%A1rios,informacao,Cidadania,1.0,100.0%,IDÊNTICO
103088,Verificação do aumento de tarifa modal,Informações sobre a razão do aumento da tarifa modal.,https://carioca.rio/servicos/verificacao-do-aumento-de-tarifa-modal/,https://transportes.prefeitura.rio/atendimentodigital/,Secretaria Municipal de Transportes - SMTR,informacao,Transporte,10870468358299,Verificação do aumento de tarifa modal,Informações sobre a razão do aumento da tarifa modal.,https://www.1746.rio/hc/pt-br/articles/10870468358299-Verifica%C3%A7%C3%A3o-do-aumento-de-tarifa-modal,servico,Transporte,1.0,100.0%,IDÊNTICO
103204,Fiscalização de bens adotados,Fiscalização de bens adotados,https://carioca.rio/servicos/fiscalizacao-de-bens-adotados/,https://www.1746.rio/hc/pt-br/articles/10800497317147-Fiscaliza%C3%A7%C3%A3o-de-bens-adotados,Fundação Parques e Jardins - FPJ,informacao,Cidade,10800497317147,Fiscalização de bens adotados,,https://www.1746.rio/hc/pt-br/articles/10800497317147-Fiscaliza%C3%A7%C3%A3o-de-bens-adotados,servico,Cidade,1.0,100.0%,IDÊNTICO
103232,Verificação de desrespeito à gratuidade,Verificação do direito à gratuidade negado.,https://carioca.rio/servicos/verificacao-de-desrespeito-a-gratuidade/,https://transportes.prefeitura.rio/atendimentodigital/,Secretaria Municipal de Transportes - SMTR,informacao,Cidadania,9674815393051,Verificação de desrespeito à gratuidade,Verificação do direito à gratuidade negado.,https://www.1746.rio/hc/pt-br/articles/9674815393051-Verifica%C3%A7%C3%A3o-de-desrespeito-%C3%A0-gratuidade,servico,Cidadania,1.0,100.0%,IDÊNTICO
99237,Informações sobre emissão de licença para obras de contenção de encosta e de extração mineral,"Informações sobre como obter, onde comparecer e documentação necessária para uma licença para contenção de encosta e extração mineral (atividade de coleta de produtos naturais, de origem mineral, como...",https://carioca.rio/servicos/obras-de-contencao-licenca/,,Fundação Instituto de Geotécnica do Município do Rio de Janeiro - GEO-RIO,informacao,Licenças,10835033220507,Informações sobre emissão de licença para obras de contenção de encosta e de extração mineral,"Informações sobre como obter, onde comparecer e documentação necessária para uma licença para contenção de encosta e extração mineral (atividade de coleta de produtos naturais, de origem mineral, como...",https://www.1746.rio/hc/pt-br/articles/10835033220507-Informa%C3%A7%C3%B5es-sobre-emiss%C3%A3o-de-licen%C3%A7a-para-obras-de-conten%C3%A7%C3%A3o-de-encosta-e-de-extra%C3%A7%C3%A3o-mineral,informacao,Licenças,1.0,100.0%,IDÊNTICO
98320,Fiscalização de obras em imóvel privado,Fiscalização de obra em andamento ou concluída realizada em terreno particular nas áreas formais da cidade.,https://carioca.rio/servicos/fiscalizacao-de-obras-em-imovel-privado/,https://www.1746.rio/hc/pt-br/articles/10822996862875-Fiscaliza%C3%A7%C3%A3o-de-obras-em-im%C3%B3vel-privado,Secretaria Municipal de Desenvolvimento Urbano e Econômico - SMDUE,informacao,Cidade,10822996862875,Fiscalização de obras em imóvel privado,Fiscalização de obra em andamento ou concluída realizada em terreno particular nas áreas formais da cidade.,https://www.1746.rio/hc/pt-br/articles/10822996862875-Fiscaliza%C3%A7%C3%A3o-de-obras-em-im%C3%B3vel-privado,servico,Cidade,1.0,100.0%,IDÊNTICO
103557,"Instalação, remoção e manutenção de placa com nome de rua","Conserto ou instalação de conjunto com placas indicando os nomes das vias, localizado nas esquinas entre as ruas.",https://carioca.rio/servicos/instalacao-remocao-e-manutencao-de-placa-com-nome-de-rua/,https://www.1746.rio/hc/pt-br/articles/10274356549531-Instala%C3%A7%C3%A3o-Remo%C3%A7%C3%A3o-Manuten%C3%A7%C3%A3o-de-placa-com-nome-de-rua,Secretaria Municipal de Fazenda e Planejamento - SMFP,informacao,Cidade,10274356549531,Instalação/ Remoção/ Manutenção de placa com nome de rua,"Conserto ou instalação de conjunto com placas indicando os nomes das vias, localizado nas esquinas entre as ruas.",https://www.1746.rio/hc/pt-br/articles/10274356549531-Instala%C3%A7%C3%A3o-Remo%C3%A7%C3%A3o-Manuten%C3%A7%C3%A3o-de-placa-com-nome-de-rua,servico,Cidade,1.0,100.0%,IDÊNTICO
103561,Manutenção e remoção de abrigo de ônibus com ou sem publicidade,Solicitação de manutenção/conserto/remoção de abrigo de ônibus (com ou sem publicidade - estrutura de metal e vidro).,https://carioca.rio/servicos/manutencao-e-remocao-de-abrigo-de-onibus-com-ou-sem-publicidade/,https://www.1746.rio/hc/pt-br/articles/10274663191835-Manuten%C3%A7%C3%A3o-Remo%C3%A7%C3%A3o-de-abrigo-de-%C3%B4nibus-com-ou-sem-publicidade,Secretaria Municipal de Fazenda e Planejamento - SMFP,informacao,Transporte,10274663191835,Manutenção/Remoção de abrigo de ônibus com ou sem publicidade,Solicitação de manutenção/conserto/remoção de abrigo de ônibus (com ou sem publicidade - estrutura de metal e vidro).,https://www.1746.rio/hc/pt-br/articles/10274663191835-Manuten%C3%A7%C3%A3o-Remo%C3%A7%C3%A3o-de-abrigo-de-%C3%B4nibus-com-ou-sem-publicidade,servico,Transporte,1.0,100.0%,IDÊNTICO
103570,Manutenção de bicicletas do sistema Bike Rio,Verificação das condições das estações e bicicletas disponibilizadas para aluguel.,https://carioca.rio/servicos/manutencao-de-bicicletas-do-sistema-bike-rio/,https://www.1746.rio/hc/pt-br/articles/10274595981723-Manuten%C3%A7%C3%A3o-de-bicicletas-do-sistema-Bike-Rio,Secretaria Municipal de Fazenda e Planejamento - SMFP,informacao,Transporte,10274595981723,Manutenção de bicicletas do sistema Bike Rio,Verificação das condições das estações e bicicletas disponibilizadas para aluguel,https://www.1746.rio/hc/pt-br/articles/10274595981723-Manuten%C3%A7%C3%A3o-de-bicicletas-do-sistema-Bike-Rio,servico,Transporte,1.0,100.0%,IDÊNTICO
103574,Manutenção de relógio digital,Solicitação de conserto/ajuste de relógio digital.,https://carioca.rio/servicos/manutencao-de-relogio-digital/,https://www.1746.rio/hc/pt-br/articles/10274598656155-Manuten%C3%A7%C3%A3o-de-rel%C3%B3gio-digital,Secretaria Municipal de Fazenda e Planejamento - SMFP,informacao,Cidade,10274598656155,Manutenção de relógio digital,Solicitação de conserto/ajuste de relógio digital.,https://www.1746.rio/hc/pt-br/articles/10274598656155-Manuten%C3%A7%C3%A3o-de-rel%C3%B3gio-digital,servico,Cidade,1.0,100.0%,IDÊNTICO
103758,Licenciamento Economia sobre Rodas – Sacolão Volante,"Concessão de autorização para o exercício da atividade de Economia Sobre Rodas no Município do Rio de Janeiro, venda de produtos hortifrutigranjeiros em unidades móveis – Licenciamento de Sacolão Vola...",https://carioca.rio/servicos/licenciamento-economia-sobre-rodas-sacolao-volante/,https://acesso.processo.rio/sigaex/public/app/peticionamento/103758,Secretaria Municipal de Ordem Pública - SEOP,informacao,Licenças,31692694155035,Licenciamento economia sobre rodas - Sacolão volante,"Concessão de autorização para o exercício da atividade de Economia Sobre Rodas no Município do Rio de Janeiro, venda de produtos hortifrutigranjeiros em unidades móveis – Licenciamento de Sacolão Vola...",https://www.1746.rio/hc/pt-br/articles/31692694155035-Licenciamento-economia-sobre-rodas-Sacol%C3%A3o-volante,servico,Licenças,1.0,100.0%,IDÊNTICO
104433,Informações sobre o Centro de Referência de Inclusão Produtiva – CRIP,O Centro de Referência de Inclusão Produtiva - CRIP é um equipamento da Subsecretaria de Inclusão Produtiva e Projetos Especiais - SUBISPE/SMAS que visa a promoção de ações de inclusão socioprodutiva ...,https://carioca.rio/servicos/informacoes-sobre-o-centro-de-referencia-de-inclusao-produtiva-crip/,,Secretaria Municipal de Assistência Social - SMAS,informacao,Trabalho,32872302095899,Informações sobre o Centro de Referência de Inclusão Produtiva - CRIP,O Centro de Referência de Inclusão Produtiva  - CRIP é um equipamento da Subsecretaria de Inclusão Produtiva e Projetos Especiais - SUBISPE/SMAS que visa a promoção de ações de inclusão socioprodutiva...,https://www.1746.rio/hc/pt-br/articles/32872302095899-Informa%C3%A7%C3%B5es-sobre-o-Centro-de-Refer%C3%AAncia-de-Inclus%C3%A3o-Produtiva-CRIP,informacao,Trabalho,1.0,100.0%,IDÊNTICO
104786,Solicitação de vacinação em domicílio,"Solicitação de aplicação de vacinas oferecidas pelo Sistema Único de Saúde para pessoas de qualquer idade, com dificuldades de locomoção.",https://carioca.rio/servicos/solicitacao-de-vacinacao-em-domicilio/,https://www.1746.rio/hc/pt-br/articles/33440989114651-Solicita%C3%A7%C3%A3o-de-vacina%C3%A7%C3%A3o-em-domic%C3%ADlio,Secretaria Municipal de Saúde - SMS,informacao,Saúde,33440989114651,Solicitação de vacinação em domicílio,"Solicitação de aplicação de vacinas oferecidas pelo Sistema Único de Saúde para pessoas de qualquer idade, com dificuldades de locomoção.",https://www.1746.rio/hc/pt-br/articles/33440989114651-Solicita%C3%A7%C3%A3o-de-vacina%C3%A7%C3%A3o-em-domic%C3%ADlio,servico,Saúde,1.0,100.0%,IDÊNTICO
105997,Reparo de tampão ou poste danificado ou fora de prumo,"Verificação de tampão danificado ou poste em mau estado, inclinado, enferrujado ou com ferragem exposta.",https://carioca.rio/servicos/reparo-de-tampao-ou-poste-danificado-ou-fora-de-prumo/,,Companhia Municipal de Energia e Iluminação - RIOLUZ,informacao,Cidade,14191615553691,Reparo de tampão ou poste danificado ou fora de prumo,"Verificação de tampão danificado ou poste em mau estado, inclinado, enferrujado ou com ferragem exposta.",https://www.1746.rio/hc/pt-br/articles/14191615553691-Reparo-de-tamp%C3%A3o-ou-poste-danificado-ou-fora-de-prumo,servico,Cidade,1.0,100.0%,IDÊNTICO
92241,Verificação de legalização/licenciamento de estabelecimento de educação infantil,Informações sobre licenciamento de creche ou pré-escola,https://carioca.rio/servicos/verificacao-de-legalizacao-licenciamento-de-estabelecimento-de-educacao-infantil/,https://www.1746.rio/hc/pt-br/articles/10603589891995-Verifica%C3%A7%C3%A3o-de-legaliza%C3%A7%C3%A3o-licenciamento-de-estabelecimento-de-educa%C3%A7%C3%A3o-infantil,Secretaria Municipal de Educação - SME,informacao,Licenças,10603589891995,Verificação de legalização/licenciamento de estabelecimento de educação infantil,Informações sobre licenciamento de creche ou pré-escola.,https://www.1746.rio/hc/pt-br/articles/10603589891995-Verifica%C3%A7%C3%A3o-de-legaliza%C3%A7%C3%A3o-licenciamento-de-estabelecimento-de-educa%C3%A7%C3%A3o-infantil,servico,Licenças,1.0,100.0%,IDÊNTICO
77292,Fiscalização da exposição de publicidade,"Fiscalização de publicidade irregular em fachadas, empenas cegas de edifícios ou áreas públicas (em outdoor, painéis, letreiros, tabuletas, placas etc.).",https://carioca.rio/servicos/fiscalizacao-da-exposicao-de-publicidade/,https://www.1746.rio/hc/pt-br/articles/10633634141339-Fiscaliza%C3%A7%C3%A3o-da-exposi%C3%A7%C3%A3o-de-publicidade,1403 - Secretaria Municipal de Fazenda / Coordenadoria de Licenciamento e Fiscalização,servico,Cidade,10633634141339,Fiscalização da exposição de publicidade,"Fiscalização de publicidade irregular em fachadas, edifícios ou áreas públicas (em outdoor, painéis, letreiros, tabuletas, placas etc.)",https://www.1746.rio/hc/pt-br/articles/10633634141339-Fiscaliza%C3%A7%C3%A3o-da-exposi%C3%A7%C3%A3o-de-publicidade,servico,Cidade,0.9998,99.98%,IDÊNTICO
103208,Fiscalização de árvore plantada inadequadamente em logradouro público,Fiscalização de árvore plantada inadequadamente em logradouro público,https://carioca.rio/servicos/fiscalizacao-de-arvore-plantada-inadequadamente-em-logradouro-publico/,https://www.1746.rio/hc/pt-br/articles/10800872433947-Fiscaliza%C3%A7%C3%A3o-de-%C3%A1rvore-plantada-inadequadamente-em-logradouro-p%C3%BAblico,Fundação Parques e Jardins - FPJ,informacao,Ambiente,10800872433947,Fiscalização de árvore plantada inadequadamente em logradouro público,,https://www.1746.rio/hc/pt-br/articles/10800872433947-Fiscaliza%C3%A7%C3%A3o-de-%C3%A1rvore-plantada-inadequadamente-em-logradouro-p%C3%BAblico,servico,Ambiente,0.9988,99.88%,IDÊNTICO
103212,Fiscalização de plantio recente de árvore em logradouro público,Fiscalização de plantio recente de árvore em logradouro público,https://carioca.rio/servicos/fiscalizacao-de-plantio-recente-de-arvore-em-logradouro-publico/,https://www.1746.rio/hc/pt-br/articles/10800844112027-Fiscaliza%C3%A7%C3%A3o-de-plantio-recente-de-%C3%A1rvore-em-logradouro-p%C3%BAblico,Fundação Parques e Jardins - FPJ,informacao,Ambiente,10800844112027,Fiscalização de plantio recente de árvore em logradouro público,,https://www.1746.rio/hc/pt-br/articles/10800844112027-Fiscaliza%C3%A7%C3%A3o-de-plantio-recente-de-%C3%A1rvore-em-logradouro-p%C3%BAblico,servico,Ambiente,0.9988,99.88%,IDÊNTICO
